Feature0,Ranking0,Feature1,Ranking1,Feature2,Ranking2,Feature3,Ranking3,Feature4,Ranking4,Feature5,Ranking5,Feature6,Ranking6,Feature7,Ranking7,Feature8,Ranking8,Feature9,Ranking9,Feature10,Ranking10,Feature11,Ranking11,Feature12,Ranking12,Feature13,Ranking13,Feature14,Ranking14,Feature15,Ranking15
"('1day', 'Sabah')",26,"('1day', 'W.P. Kuala Lumpur')",17,"('10mth', 'W.P. Labuan')",26,"('1day', 'Perak')",12,"('1day', 'Negeri Sembilan')",1,"('1day', 'Kedah')",1,"('1day', 'Pulau Pinang')",26,"('1day', 'Negeri Sembilan')",1,"('1mth', 'Sabah')",20,"('1day', 'Kedah')",28,"('1day', 'Negeri Sembilan')",1,"('1day', 'Melaka')",1,"('1day', 'W.P. Kuala Lumpur')",15,"('1day', 'Selangor')",20,"('1day', 'Pulau Pinang')",1,"('1day', 'Melaka')",1
"('1day', 'Selangor')",3,"('1day', 'W.P. Putrajaya')",10,"('10mth', 'W.P. Putrajaya')",25,"('1day', 'Selangor')",1,"('1day', 'Pahang')",1,"('1day', 'Kelantan')",13,"('1day', 'Sabah')",1,"('1day', 'Perak')",18,"('1mth', 'W.P. Labuan')",8,"('1day', 'Kelantan')",1,"('1day', 'Pahang')",1,"('1day', 'Negeri Sembilan')",1,"('1day', 'W.P. Labuan')",1,"('1day', 'W.P. Kuala Lumpur')",8,"('1day', 'Sabah')",1,"('1day', 'Pahang')",9
"('1day', 'W.P. Kuala Lumpur')",6,"('1mth', 'Negeri Sembilan')",28,"('11mth', 'Johor')",22,"('1mth', 'Melaka')",15,"('1day', 'Perak')",1,"('1day', 'Melaka')",1,"('1day', 'Sarawak')",12,"('1day', 'Perlis')",1,"('1week', 'Melaka')",24,"('1day', 'Melaka')",1,"('1day', 'Perak')",1,"('1day', 'Pahang')",1,"('1day', 'W.P. Putrajaya')",1,"('1day', 'W.P. Labuan')",12,"('1day', 'Selangor')",1,"('1day', 'Perak')",1
"('1day', 'W.P. Labuan')",1,"('1mth', 'Sabah')",21,"('11mth', 'Kedah')",19,"('1mth', 'Terengganu')",16,"('1day', 'Perlis')",1,"('1day', 'Negeri Sembilan')",1,"('1day', 'Selangor')",11,"('1day', 'Pulau Pinang')",16,"('1week', 'Pulau Pinang')",17,"('1day', 'Negeri Sembilan')",1,"('1day', 'Perlis')",1,"('1day', 'Perak')",1,"('1mth', 'Johor')",21,"('1mth', 'Selangor')",28,"('1day', 'W.P. Kuala Lumpur')",1,"('1day', 'Pulau Pinang')",14
"('1mth', 'Sarawak')",19,"('1mth', 'Sarawak')",14,"('11mth', 'Kelantan')",18,"('1week', 'Johor')",6,"('1day', 'Pulau Pinang')",1,"('1day', 'Pahang')",1,"('1day', 'Terengganu')",1,"('1day', 'Sabah')",1,"('1week', 'Sarawak')",26,"('1day', 'Pahang')",1,"('1day', 'Pulau Pinang')",1,"('1day', 'Perlis')",1,"('1mth', 'Kedah')",1,"('1week', 'Melaka')",1,"('1day', 'W.P. Labuan')",1,"('1day', 'Sabah')",26
"('1week', 'Johor')",20,"('1mth', 'Selangor')",11,"('11mth', 'Melaka')",17,"('1week', 'Kedah')",26,"('1day', 'Sabah')",1,"('1day', 'Perak')",1,"('1day', 'W.P. Kuala Lumpur')",1,"('1day', 'Selangor')",1,"('1week', 'W.P. Kuala Lumpur')",10,"('1day', 'Perak')",1,"('1day', 'Sabah')",1,"('1day', 'Pulau Pinang')",1,"('1mth', 'Kelantan')",1,"('1week', 'Pahang')",5,"('1mth', 'Johor')",1,"('1day', 'W.P. Putrajaya')",1
"('1week', 'Kedah')",28,"('1mth', 'W.P. Labuan')",30,"('11mth', 'Negeri Sembilan')",15,"('1week', 'Melaka')",25,"('1day', 'Sarawak')",1,"('1day', 'Pulau Pinang')",1,"('1day', 'W.P. Labuan')",1,"('1day', 'Terengganu')",1,"('2day', 'Kedah')",1,"('1day', 'Perlis')",1,"('1day', 'Sarawak')",1,"('1day', 'Sabah')",1,"('1mth', 'Melaka')",1,"('1week', 'Perak')",23,"('1mth', 'Kelantan')",27,"('1mth', 'Negeri Sembilan')",21
"('1week', 'Negeri Sembilan')",1,"('1week', 'Johor')",1,"('11mth', 'Pahang')",14,"('1week', 'Perak')",2,"('1day', 'Selangor')",1,"('1day', 'Sabah')",1,"('1day', 'W.P. Putrajaya')",1,"('1day', 'W.P. Kuala Lumpur')",1,"('2day', 'Negeri Sembilan')",1,"('1day', 'Pulau Pinang')",1,"('1day', 'Selangor')",1,"('1day', 'Sarawak')",1,"('1mth', 'Negeri Sembilan')",1,"('1week', 'Pulau Pinang')",21,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Pulau Pinang')",8
"('1week', 'W.P. Kuala Lumpur')",22,"('1week', 'Negeri Sembilan')",2,"('11mth', 'Perak')",13,"('1week', 'Sarawak')",4,"('1day', 'Terengganu')",1,"('1day', 'Sarawak')",1,"('1mth', 'Johor')",1,"('1day', 'W.P. Putrajaya')",1,"('2day', 'Perlis')",27,"('1day', 'Sabah')",1,"('1day', 'Terengganu')",1,"('1day', 'Selangor')",1,"('1mth', 'Pahang')",1,"('2day', 'Melaka')",19,"('1mth', 'Pahang')",12,"('1mth', 'Sabah')",1
"('2day', 'Melaka')",17,"('1week', 'Perak')",19,"('11mth', 'Perlis')",12,"('1week', 'Selangor')",28,"('1day', 'W.P. Kuala Lumpur')",1,"('1day', 'Terengganu')",1,"('1mth', 'Kedah')",1,"('1mth', 'Kedah')",1,"('2day', 'Sarawak')",6,"('1day', 'Sarawak')",1,"('1day', 'W.P. Kuala Lumpur')",1,"('1day', 'Terengganu')",1,"('1mth', 'Perak')",1,"('2day', 'Perak')",25,"('1mth', 'Perak')",1,"('1mth', 'Selangor')",1
"('2day', 'Selangor')",1,"('1week', 'Sabah')",8,"('11mth', 'Pulau Pinang')",11,"('2day', 'Pahang')",29,"('1day', 'W.P. Labuan')",1,"('1day', 'W.P. Kuala Lumpur')",1,"('1mth', 'Kelantan')",1,"('1mth', 'Negeri Sembilan')",1,"('2day', 'W.P. Kuala Lumpur')",4,"('1day', 'Selangor')",1,"('1day', 'W.P. Labuan')",1,"('1day', 'W.P. Kuala Lumpur')",1,"('1mth', 'Perlis')",1,"('2day', 'W.P. Kuala Lumpur')",1,"('1mth', 'Sabah')",1,"('1week', 'Perak')",19
"('2mth', 'Pulau Pinang')",21,"('1week', 'W.P. Labuan')",7,"('11mth', 'Sabah')",10,"('2mth', 'Sabah')",19,"('1day', 'W.P. Putrajaya')",1,"('1day', 'W.P. Putrajaya')",1,"('1mth', 'Melaka')",1,"('1mth', 'Pahang')",2,"('2mth', 'Sarawak')",25,"('1day', 'Terengganu')",1,"('1day', 'W.P. Putrajaya')",1,"('1day', 'W.P. Labuan')",1,"('1mth', 'Pulau Pinang')",1,"('2week', 'Johor')",1,"('1mth', 'Sarawak')",1,"('1week', 'Sarawak')",3
"('2week', 'Kelantan')",5,"('1week', 'W.P. Putrajaya')",16,"('11mth', 'Sarawak')",9,"('2week', 'Perak')",27,"('1mth', 'Johor')",1,"('1mth', 'Kedah')",1,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Perak')",13,"('2week', 'Johor')",12,"('1day', 'W.P. Kuala Lumpur')",1,"('1mth', 'Johor')",1,"('1day', 'W.P. Putrajaya')",1,"('1mth', 'Sabah')",1,"('2week', 'Pahang')",1,"('1mth', 'Selangor')",1,"('2day', 'Kelantan')",1
"('2week', 'Negeri Sembilan')",4,"('2day', 'Perak')",25,"('11mth', 'Selangor')",3,"('2week', 'Selangor')",21,"('1mth', 'Kedah')",1,"('1mth', 'Kelantan')",1,"('1mth', 'Pahang')",1,"('1mth', 'Pulau Pinang')",1,"('2week', 'Kelantan')",15,"('1day', 'W.P. Labuan')",1,"('1mth', 'Kedah')",1,"('1mth', 'Kedah')",1,"('1mth', 'Sarawak')",1,"('2week', 'Perak')",13,"('1mth', 'W.P. Labuan')",1,"('2day', 'Negeri Sembilan')",1
"('2week', 'Selangor')",1,"('2week', 'Pahang')",23,"('11mth', 'Terengganu')",2,"('3day', 'Negeri Sembilan')",1,"('1mth', 'Kelantan')",1,"('1mth', 'Melaka')",28,"('1mth', 'Perak')",1,"('1mth', 'Sabah')",1,"('2week', 'Negeri Sembilan')",28,"('1day', 'W.P. Putrajaya')",1,"('1mth', 'Kelantan')",1,"('1mth', 'Kelantan')",1,"('1mth', 'Selangor')",1,"('3day', 'Melaka')",1,"('1week', 'Johor')",1,"('2day', 'Pahang')",4
"('2week', 'W.P. Kuala Lumpur')",14,"('2week', 'Pulau Pinang')",1,"('11mth', 'W.P. Kuala Lumpur')",1,"('3day', 'Terengganu')",5,"('1mth', 'Melaka')",1,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Sarawak')",1,"('1mth', 'Sarawak')",1,"('2week', 'Pahang')",9,"('1mth', 'Johor')",1,"('1mth', 'Melaka')",1,"('1mth', 'Melaka')",1,"('1mth', 'Terengganu')",4,"('3day', 'Sabah')",1,"('1week', 'Kedah')",23,"('2day', 'W.P. Kuala Lumpur')",1
"('3day', 'Negeri Sembilan')",24,"('2week', 'Sabah')",15,"('11mth', 'W.P. Labuan')",1,"('3day', 'W.P. Kuala Lumpur')",3,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Pulau Pinang')",1,"('1mth', 'Selangor')",1,"('1mth', 'Terengganu')",1,"('2week', 'Selangor')",1,"('1mth', 'Kedah')",1,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'W.P. Kuala Lumpur')",3,"('3day', 'W.P. Kuala Lumpur')",11,"('1week', 'Melaka')",29,"('2mth', 'Kelantan')",10
"('3day', 'Pahang')",1,"('3day', 'Johor')",13,"('11mth', 'W.P. Putrajaya')",1,"('3week', 'Negeri Sembilan')",1,"('1mth', 'Pahang')",1,"('1mth', 'Selangor')",1,"('1mth', 'Terengganu')",1,"('1mth', 'W.P. Labuan')",1,"('2week', 'W.P. Kuala Lumpur')",21,"('1mth', 'Kelantan')",1,"('1mth', 'Pahang')",1,"('1mth', 'Perak')",1,"('1week', 'Johor')",1,"('3day', 'W.P. Labuan')",6,"('1week', 'Negeri Sembilan')",1,"('2mth', 'Melaka')",12
"('3day', 'Selangor')",1,"('3day', 'Melaka')",3,"('1day', 'Johor')",1,"('3week', 'Pulau Pinang')",22,"('1mth', 'Perak')",1,"('1mth', 'W.P. Putrajaya')",1,"('1mth', 'W.P. Kuala Lumpur')",9,"('1week', 'Kelantan')",1,"('2week', 'W.P. Putrajaya')",30,"('1mth', 'Melaka')",1,"('1mth', 'Perak')",1,"('1mth', 'Perlis')",3,"('1week', 'Kedah')",1,"('3week', 'Johor')",26,"('1week', 'Pahang')",1,"('2mth', 'Negeri Sembilan')",29
"('3day', 'Terengganu')",10,"('3day', 'Negeri Sembilan')",1,"('1day', 'Kedah')",1,"('3week', 'Selangor')",10,"('1mth', 'Perlis')",1,"('1week', 'Pulau Pinang')",11,"('1mth', 'W.P. Labuan')",1,"('1week', 'Melaka')",1,"('3day', 'Negeri Sembilan')",16,"('1mth', 'Negeri Sembilan')",1,"('1mth', 'Perlis')",1,"('1mth', 'Pulau Pinang')",1,"('1week', 'Kelantan')",1,"('3week', 'Kelantan')",30,"('1week', 'Perak')",1,"('2mth', 'Sarawak')",30
"('3week', 'Johor')",27,"('3day', 'W.P. Labuan')",24,"('1day', 'Kelantan')",1,"('3week', 'W.P. Putrajaya')",24,"('1mth', 'Pulau Pinang')",1,"('1week', 'Selangor')",5,"('1mth', 'W.P. Putrajaya')",3,"('1week', 'Negeri Sembilan')",1,"('3week', 'Kelantan')",5,"('1mth', 'Pahang')",1,"('1mth', 'Pulau Pinang')",1,"('1mth', 'Sabah')",1,"('1week', 'Melaka')",1,"('3week', 'Negeri Sembilan')",9,"('1week', 'Perlis')",1,"('2mth', 'W.P. Labuan')",25
"('3week', 'Kedah')",18,"('3mth', 'W.P. Kuala Lumpur')",4,"('1day', 'Melaka')",1,"('4day', 'Johor')",20,"('1mth', 'Sabah')",1,"('1week', 'W.P. Labuan')",15,"('1week', 'Johor')",1,"('1week', 'Pahang')",1,"('3week', 'Pulau Pinang')",2,"('1mth', 'Perak')",1,"('1mth', 'Sabah')",1,"('1mth', 'Sarawak')",1,"('1week', 'Negeri Sembilan')",1,"('3week', 'Pahang')",22,"('1week', 'Pulau Pinang')",7,"('2week', 'Johor')",27
"('4day', 'Kedah')",1,"('3week', 'Melaka')",29,"('1day', 'Negeri Sembilan')",1,"('4day', 'Kelantan')",18,"('1mth', 'Sarawak')",1,"('2day', 'Johor')",1,"('1week', 'Kedah')",1,"('1week', 'Pulau Pinang')",1,"('3week', 'W.P. Kuala Lumpur')",11,"('1mth', 'Perlis')",1,"('1mth', 'Sarawak')",1,"('1mth', 'Selangor')",2,"('1week', 'Pahang')",1,"('3week', 'Selangor')",4,"('1week', 'Sabah')",1,"('2week', 'Kelantan')",1
"('4day', 'Negeri Sembilan')",9,"('3week', 'Negeri Sembilan')",9,"('1day', 'Pahang')",1,"('4week', 'Johor')",13,"('1mth', 'Selangor')",1,"('2day', 'Kedah')",1,"('1week', 'Kelantan')",1,"('1week', 'Sarawak')",1,"('4day', 'Negeri Sembilan')",1,"('1mth', 'Pulau Pinang')",1,"('1mth', 'Selangor')",1,"('1mth', 'Terengganu')",1,"('1week', 'Perak')",1,"('4day', 'Johor')",14,"('1week', 'Sarawak')",1,"('2week', 'Melaka')",15
"('4week', 'Perak')",25,"('4day', 'Kelantan')",1,"('1day', 'Perak')",1,"('4week', 'Pulau Pinang')",11,"('1mth', 'Terengganu')",1,"('2day', 'Melaka')",1,"('1week', 'Melaka')",1,"('1week', 'Selangor')",1,"('4day', 'W.P. Labuan')",22,"('1mth', 'Sabah')",1,"('1mth', 'Terengganu')",1,"('1mth', 'W.P. Kuala Lumpur')",1,"('1week', 'Perlis')",1,"('4week', 'Negeri Sembilan')",27,"('1week', 'Selangor')",1,"('2week', 'Negeri Sembilan')",1
"('4week', 'Sabah')",2,"('4day', 'Sabah')",1,"('1day', 'Perlis')",1,"('5day', 'W.P. Kuala Lumpur')",8,"('1mth', 'W.P. Kuala Lumpur')",1,"('2day', 'Negeri Sembilan')",1,"('1week', 'Negeri Sembilan')",1,"('1week', 'W.P. Labuan')",1,"('4week', 'Kedah')",3,"('1mth', 'Sarawak')",1,"('1mth', 'W.P. Kuala Lumpur')",1,"('1mth', 'W.P. Labuan')",1,"('1week', 'Pulau Pinang')",1,"('4week', 'Pulau Pinang')",15,"('1week', 'W.P. Kuala Lumpur')",1,"('2week', 'Pulau Pinang')",13
"('5day', 'Johor')",13,"('4mth', 'Negeri Sembilan')",22,"('1day', 'Pulau Pinang')",1,"('6day', 'Melaka')",14,"('1mth', 'W.P. Labuan')",1,"('2day', 'Perak')",1,"('1week', 'Pahang')",1,"('1week', 'W.P. Putrajaya')",1,"('4week', 'Melaka')",29,"('1mth', 'Selangor')",1,"('1mth', 'W.P. Labuan')",1,"('1mth', 'W.P. Putrajaya')",1,"('1week', 'Sabah')",1,"('4week', 'Terengganu')",24,"('1week', 'W.P. Labuan')",1,"('2week', 'Selangor')",1
"('5day', 'Kedah')",16,"('4mth', 'W.P. Kuala Lumpur')",12,"('1day', 'Sabah')",1,"('6day', 'Sabah')",7,"('1mth', 'W.P. Putrajaya')",1,"('2day', 'Perlis')",1,"('1week', 'Perak')",1,"('2day', 'Johor')",1,"('5day', 'Pulau Pinang')",1,"('1mth', 'Terengganu')",1,"('1mth', 'W.P. Putrajaya')",1,"('1week', 'Kedah')",8,"('1week', 'Selangor')",1,"('5day', 'Negeri Sembilan')",16,"('1week', 'W.P. Putrajaya')",1,"('2week', 'W.P. Labuan')",1
"('5day', 'Pahang')",15,"('4week', 'Sabah')",6,"('1day', 'Sarawak')",1,"('6day', 'W.P. Kuala Lumpur')",1,"('1week', 'Johor')",1,"('2day', 'Sabah')",1,"('1week', 'Perlis')",1,"('2day', 'Melaka')",1,"('5day', 'Selangor')",1,"('1mth', 'W.P. Kuala Lumpur')",1,"('1week', 'Johor')",1,"('1week', 'Melaka')",1,"('1week', 'Terengganu')",7,"('5day', 'Sabah')",7,"('2day', 'Kedah')",1,"('3day', 'Johor')",1
"('5day', 'Perlis')",29,"('5day', 'Sabah')",1,"('1day', 'Selangor')",1,"('7mth', 'Negeri Sembilan')",17,"('1week', 'Kedah')",1,"('2day', 'Selangor')",1,"('1week', 'Pulau Pinang')",1,"('2day', 'Pulau Pinang')",1,"('5day', 'W.P. Labuan')",13,"('1mth', 'W.P. Labuan')",1,"('1week', 'Kedah')",1,"('1week', 'Negeri Sembilan')",27,"('1week', 'W.P. Kuala Lumpur')",1,"('5day', 'Terengganu')",2,"('2day', 'Melaka')",1,"('3day', 'Negeri Sembilan')",24
"('5day', 'Pulau Pinang')",30,"('5day', 'Sarawak')",1,"('1day', 'Terengganu')",1,"('8mth', 'Selangor')",9,"('1week', 'Kelantan')",1,"('2day', 'Terengganu')",10,"('1week', 'Sarawak')",27,"('2day', 'Sabah')",1,"('6day', 'Melaka')",14,"('1mth', 'W.P. Putrajaya')",1,"('1week', 'Kelantan')",1,"('1week', 'Pahang')",1,"('1week', 'W.P. Labuan')",1,"('6day', 'Johor')",1,"('2day', 'Negeri Sembilan')",1,"('3day', 'Selangor')",1
"('5day', 'Sabah')",7,"('5mth', 'W.P. Kuala Lumpur')",5,"('1day', 'W.P. Kuala Lumpur')",1,"('cases_new', 'Johor')",1,"('1week', 'Melaka')",1,"('2day', 'W.P. Putrajaya')",1,"('1week', 'Selangor')",1,"('2day', 'Sarawak')",1,"('6day', 'Sabah')",7,"('1week', 'Johor')",1,"('1week', 'Melaka')",1,"('1week', 'Perak')",1,"('1week', 'W.P. Putrajaya')",1,"('6mth', 'Negeri Sembilan')",29,"('2day', 'Perak')",1,"('3day', 'W.P. Labuan')",1
"('6day', 'Pahang')",11,"('6day', 'Sabah')",26,"('1day', 'W.P. Labuan')",1,"('cases_new', 'Kedah')",1,"('1week', 'Negeri Sembilan')",1,"('2mth', 'Johor')",1,"('1week', 'Terengganu')",1,"('2day', 'Selangor')",1,"('8mth', 'Negeri Sembilan')",23,"('1week', 'Kedah')",1,"('1week', 'Negeri Sembilan')",1,"('1week', 'Perlis')",25,"('2day', 'Kedah')",22,"('8mth', 'Selangor')",17,"('2day', 'Pulau Pinang')",11,"('3week', 'Melaka')",1
"('6day', 'Sabah')",8,"('6day', 'W.P. Kuala Lumpur')",27,"('1day', 'W.P. Putrajaya')",1,"('cases_new', 'Pahang')",30,"('1week', 'Pahang')",1,"('2mth', 'Kelantan')",30,"('1week', 'W.P. Kuala Lumpur')",1,"('2day', 'Terengganu')",1,"('cases_new', 'Negeri Sembilan')",19,"('1week', 'Kelantan')",1,"('1week', 'Pahang')",1,"('1week', 'Pulau Pinang')",1,"('2day', 'Negeri Sembilan')",1,"('cases_new', 'Johor')",18,"('2day', 'Sarawak')",1,"('3week', 'Pahang')",22
"('8mth', 'Pahang')",23,"('6day', 'W.P. Putrajaya')",18,"('1mth', 'Johor')",1,"('cases_new', 'Pulau Pinang')",23,"('1week', 'Perak')",1,"('2mth', 'Melaka')",20,"('1week', 'W.P. Labuan')",1,"('2day', 'W.P. Kuala Lumpur')",1,"('cases_new', 'Pulau Pinang')",18,"('1week', 'Melaka')",1,"('1week', 'Perak')",1,"('1week', 'Sarawak')",1,"('2day', 'Pahang')",1,"('cases_new', 'Melaka')",10,"('2day', 'Selangor')",1,"('3week', 'Sabah')",1
"('cases_new', 'Kelantan')",1,"('6mth', 'W.P. Kuala Lumpur')",20,"('1mth', 'Kedah')",1,"('cases_new', 'W.P. Kuala Lumpur')",1,"('1week', 'Perlis')",1,"('2mth', 'Negeri Sembilan')",1,"('1week', 'W.P. Putrajaya')",1,"('2day', 'W.P. Labuan')",1,,,"('1week', 'Negeri Sembilan')",1,"('1week', 'Perlis')",1,"('1week', 'Selangor')",1,"('2day', 'Perak')",1,"('cases_new', 'Negeri Sembilan')",3,"('2day', 'Terengganu')",1,"('3week', 'Selangor')",6
"('cases_new', 'Melaka')",1,"('cases_new', 'Johor')",1,"('1mth', 'Kelantan')",1,,,"('1week', 'Pulau Pinang')",1,"('2mth', 'Pulau Pinang')",1,"('2day', 'Johor')",1,"('2day', 'W.P. Putrajaya')",1,,,"('1week', 'Pahang')",1,"('1week', 'Pulau Pinang')",1,"('1week', 'Terengganu')",1,"('2day', 'Sabah')",30,,,"('2day', 'W.P. Kuala Lumpur')",1,"('3week', 'Terengganu')",28
